season;episode;speaker;Symptom;Test;Drug;Procedure;Intent;diagnosis_stage;Sarcasm;Emotion;Organ;correct_prediction;model_prediction;text;medical_entities
2;24;House;;;;;açıklama;hipotez;0;nötr;beyin;testiküler kanser;;Kafa içi basıncı artmış olabilir.;"[{""text"":""kafa içi basıncı"",""type"":""Symptom""}]"
2;24;Cameron;;lomber ponksiyon;;;açıklama;test;0;nötr;;testiküler kanser;;Lomber ponksiyon yapılmalı.;"[{""text"":""lomber ponksiyon"",""type"":""Test""}]"
2;24;House;;;morfin;;açıklama;tedavi;0;nötr;;testiküler kanser;;Morfin ağrıyı azaltıyor.;"[{""text"":""morfin"",""type"":""Drug""}]"
2;24;House;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Lenf sistemi incelenmeli.;"[{""text"":""lenf sistemi"",""type"":""Anatomy""}]"
2;24;House;;;;biyopsi;karar;test;0;nötr;;testiküler kanser;;Lenf nodundan biyopsi yapalım.;"[{""text"":""biyopsi"",""type"":""Procedure""}]"
2;24;Foreman;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Büyük ihtimalle enfeksiyon.;"[{""text"":""enfeksiyon"",""type"":""Disease""}]"
2;24;House;;lomber ponksiyon;;;karar;test;0;nötr;;testiküler kanser;;Lomber ponksiyon uygulayın.;"[{""text"":""lomber ponksiyon"",""type"":""Test""}]"
2;24;Foreman;;lomber ponksiyon;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Basınç normal çıktı.;[]
2;24;House;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Kan yabancı cisim gibi davranıyor olabilir.;[]
2;24;House;;;;;karar;test;0;nötr;;testiküler kanser;;Akciğer lenf sistemini kontrol edin.;"[{""text"":""akciğer"",""type"":""Anatomy""}]"
2;24;House;;;mebendazol;;karar;tedavi;0;nötr;;testiküler kanser;;Parazit ihtimali için mebendazol verin.;"[{""text"":""mebendazol"",""type"":""Drug""}]"
2;24;Foreman;;;levofloksasin;;karar;tedavi;0;nötr;;testiküler kanser;;Enfeksiyon için levofloksasin verelim.;"[{""text"":""levofloksasin"",""type"":""Drug""}]"
2;24;Chase;;;azitromisin;;karar;tedavi;0;nötr;;testiküler kanser;;STD ihtimali için azitromisin verelim.;"[{""text"":""azitromisin"",""type"":""Drug""}]"
2;24;House;;;;;açıklama;kesin_tanı;0;nötr;;testiküler kanser;;Sorunun kaynağı testis kanseri.;"[{""text"":""testis kanseri"",""type"":""Disease""}]"
2;24;House;dil şişmesi;;;;açıklama;hipotez;0;nötr;dil;testiküler kanser;;Hastanın dili ciddi şekilde şişmiş.;"[{""text"":""dil şişmesi"",""type"":""Symptom""}]"
2;24;Foreman;nefes darlığı;;;trakeostomi;karar;tedavi;0;acil;solunum yolu;testiküler kanser;;Hasta nefes alamıyor, trakeostomi yapmalıyız.;"{""text"":""nefes darlığı"",""type"":""Symptom""},{""text"":""trakeostomi"",""type"":""Procedure""}]"
2;24;Chase;;;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Antibiyotikler hastalığı yavaşlatmıyor.;"[{""text"":""antibiyotik"",""type"":""Drug""}]"
2;24;Foreman;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Enfeksiyon türünü bilmeden tedavi edemeyiz.;"[{""text"":""enfeksiyon"",""type"":""Disease""}]"
2;24;House;;lomber ponksiyon;;;karar;test;0;nötr;;testiküler kanser;;Tanı için lomber ponksiyon yapılmalı.;"[{""text"":""lomber ponksiyon"",""type"":""Test""}]"
2;24;Foreman;;lomber ponksiyon;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Basınç normal ama bu beklenmedik bir sonuç.;[]
2;24;House;göz kanaması;;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Göz arkasında kanama var.;"[{""text"":""kanama"",""type"":""Symptom""},{""text"":""göz"",""type"":""Anatomy""}]"
2;24;Chase;;;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Göz içi basınç artmış, müdahale etmeliyiz.;"[{""text"":""göz"",""type"":""Anatomy""}]"
2;24;House;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Enfeksiyon gözleri bu şekilde etkilemez.;"[{""text"":""enfeksiyon"",""type"":""Disease""}]"
2;24;House;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Bu bir kanama bozukluğu olabilir.;"[{""text"":""kanama bozukluğu"",""type"":""Disease""}]"
2;24;Cameron;ateş;;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Ateşi hâlâ yüksek.;"[{""text"":""ateş"",""type"":""Symptom""}]"
2;24;Foreman;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Kan hastalıkları kansere işaret edebilir.;"[{""text"":""kanser"",""type"":""Disease""}]"
2;24;House;;;;;karar;test;0;nötr;;testiküler kanser;;Tüm vücutta kanser taraması yapın.;"[{""text"":""kanser"",""type"":""Disease""}]"
2;24;Chase;;;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Tüm testler negatif sonuç verdi.;[]
2;24;House;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Testler yanlış negatif olabilir.;[]
2;24;House;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Örnek alınan doku hastalığı temsil etmeyebilir.;[]
2;24;Cameron;;biyopsi;;;öneri;test;0;nötr;;testiküler kanser;;Daha geniş biyopsi yapılmalı.;"[{""text"":""biyopsi"",""type"":""Test""}]"
2;24;House;;;;ameliyat;karar;test;0;nötr;;testiküler kanser;;Doğrudan cerrahi inceleme yapmalıyız.;"[{""text"":""ameliyat"",""type"":""Procedure""}]"
2;24;Chase;;;;;açıklama;risk;0;endişe;;testiküler kanser;;Hastanın kanama riski yüksek.;"[{""text"":""kanama"",""type"":""Symptom""}]"
2;24;House;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Temel varsayımlarımız yanlış olabilir.;[]
2;24;Foreman;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Hastalık alışılmışın dışında ilerliyor.;[]
2;24;House;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Farklı bir kaynak aramalıyız.;[]
2;24;House;;;;;karar;test;0;nötr;;testiküler kanser;;Daha derin dokuları inceleyin.;[]
2;24;Foreman;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Bu bir tümör olabilir.;"[{""text"":""tümör"",""type"":""Disease""}]"
2;24;House;;;;;açıklama;kesin_tanı;0;nötr;testis;testiküler kanser;;Tümörün kaynağı testis olabilir.;"[{""text"":""testis"",""type"":""Anatomy""}]"
2;24;Chase;;;;;açıklama;kesin_tanı;0;nötr;testis;testiküler kanser;;Testis kanseri diğer organlara yayılmış olabilir.;"[{""text"":""testis kanseri"",""type"":""Disease""}]"
2;24;House;;;;;açıklama;kesin_tanı;0;nötr;;testiküler kanser;;Metastaz belirtileri var.;"[{""text"":""metastaz"",""type"":""Disease""}]"
2;24;Cameron;;;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Hastanın durumu kritik.;[]
2;24;House;;;;;karar;tedavi;0;nötr;;testiküler kanser;;Acil tedaviye başlanmalı.;[]
2;24;Foreman;;;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Tedavi gecikirse hasta kaybedilebilir.;[]
2;24;House;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Hastalığın nedeni sistemik olabilir.;"[{""text"":""sistemik hastalık"",""type"":""Disease""}]"
2;24;Foreman;;kan testi;;;açıklama;test;0;nötr;;testiküler kanser;;Kan testleri enfeksiyon göstermiyor.;"[{""text"":""kan testi"",""type"":""Test""},{""text"":""enfeksiyon"",""type"":""Disease""}]"
2;24;Cameron;;;;;açıklama;değerlendirme;0;nötr;;testiküler kanser;;Semptomlar hızla kötüleşiyor.;"[{""text"":""semptom"",""type"":""Symptom""}]"
2;24;Chase;;;;;açıklama;hipotez;0;nötr;;testiküler kanser;;Bağışıklık sistemi kaynaklı olabilir.;"[{""text"":""bağışıklık sistemi"",""type"":""Anatomy""}]"
2;24;House;;;;;açıklama;kesin_tanı;0;nötr;;testiküler kanser;;Tüm bulgular metastatik kanseri destekliyor.;"[{""text"":""metastatik kanser"",""type"":""Disease""}]"
3;1;Cuddy;felç;röntgen;;;açıklama;değerlendirme;0;nötr;omurga;iskorbüt;;Kız ters yoga pozisyonundayken boynu döndü ve boyundan aşağısı felç oldu, ama röntgende omurga hasarı görünmüyor.;"[{""text"":""felç"",""type"":""Symptom""},{""text"":""röntgen"",""type"":""Test""},{""text"":""omurga hasarı"",""type"":""Disease""}]"
3;1;Wilson;afazi;;;;açıklama;hipotez;0;nötr;beyin;Addison hastalığı;;Saç ekiminden sonra gelişen afazi pıhtı atan bir enfeksiyona bağlı olabilir.;"[{""text"":""afazi"",""type"":""Symptom""},{""text"":""enfeksiyon"",""type"":""Disease""},{""text"":""pıhtı"",""type"":""Symptom""}]"
3;1;House;;;;;açıklama;değerlendirme;1;alaycı;;Addison hastalığı;;Bu vaka tanısal olarak sıkıcı görünüyor.;[]
3;1;House;;;;;açıklama;değerlendirme;0;nötr;;Addison hastalığı;;"Beyin kanseri vardı ve ameliyat olmuş; geriye tanı koyacak çok az şey kalmış.";"[{""text"":""beyin kanseri"",""type"":""Disease""},{""text"":""ameliyat"",""type"":""Procedure""}]"
3;1;House;ağrı;;;;açıklama;hipotez;0;nötr;bacak;Addison hastalığı;;"Sekiz yıldır tekerlekli sandalyede olduğu için kasları atrofiye uğramış; ağrısı olabilir.";"[{""text"":""kas atrofisi"",""type"":""Disease""},{""text"":""ağrı"",""type"":""Symptom""}]"
3;1;House;sıvı birikimi;O2 maskesi;;tendon ameliyatı;karar;tedavi;0;nötr;akciğer;Addison hastalığı;;"Akciğerlerinde sıvı var, oksijen maskesi verin; tendon ameliyatı onu daha rahat ettirebilir.";"[{""text"":""sıvı birikimi"",""type"":""Symptom""},{""text"":""O2 maskesi"",""type"":""Procedure""},{""text"":""tendon ameliyatı"",""type"":""Procedure""}]"
3;1;Chase;;;;;hipotez;hipotez;0;nötr;omurilik;iskorbüt;;Bu tablo MS olabilir.;"[{""text"":""MS"",""type"":""Disease""}]"
3;1;House;;;;;açıklama;değerlendirme;0;nötr;;iskorbüt;;"Bu MS değil; baş aşağı durmadan önce hiçbir semptomu yoktu.";"[{""text"":""MS"",""type"":""Disease""},{""text"":""semptom"",""type"":""Symptom""}]"
3;1;Foreman;;MRI;;;hipotez;hipotez;0;nötr;omurilik;iskorbüt;;"Transvers miyelit olabilir; disk şişliği sinir fonksiyonunu engelliyor olabilir.";"[{""text"":""transvers miyelit"",""type"":""Disease""},{""text"":""disk şişliği"",""type"":""Symptom""},{""text"":""MRI"",""type"":""Test""}]"
3;1;Chase;;MRI;;;açıklama;değerlendirme;0;nötr;omurilik;iskorbüt;;MRI bu olasılığı desteklemiyor.;"[{""text"":""MRI"",""type"":""Test""}]"
3;1;House;;EMG;;;karar;test;0;nötr;omurga;iskorbüt;;Sorunun kaynağının uzuvlarda mı omurgada mı olduğunu görmek için EMG yapın.;"[{""text"":""EMG"",""type"":""Test""},{""text"":""omurga"",""type"":""Anatomy""}]"
3;1;Cameron;;EMG;;;açıklama;değerlendirme;0;nötr;sinir sistemi;iskorbüt;;EMG sırasında iletim iğnesini yerleştirir yerleştirmez hasta irkildi.;"[{""text"":""EMG"",""type"":""Test""},{""text"":""iletim iğnesi"",""type"":""Procedure""}]"
3;1;House;hareket;;;;değerlendirme;değerlendirme;0;nötr;bacak;iskorbüt;;Hareket ettiğine göre tamamen felç değil.;"[{""text"":""hareket"",""type"":""Symptom""},{""text"":""felç"",""type"":""Symptom""}]"
3;1;House;;;;;açıklama;hipotez;0;nötr;akciğer;iskorbüt;;"Sigara içmesi durumu açıklamaz; akciğerler yerine başka bir şeye bakmalıyız.";"[{""text"":""sigara"",""type"":""Drug""},{""text"":""akciğer"",""type"":""Anatomy""}]"
3;1;House;hareket kaybı;;;;değerlendirme;değerlendirme;0;nötr;bacak;iskorbüt;;"Ayağını ateşten çekti; bu, motor fonksiyonun korunduğunu gösterir.";"[{""text"":""hareket kaybı"",""type"":""Symptom""}]"
3;1;Cameron;göğüs sıkışması, nefes darlığı;;;;açıklama;değerlendirme;0;endişe;akciğer;iskorbüt;;"Göğsünde sıkışma var ve nefes alamıyor; plevral efüzyon olabilir.";"[{""text"":""göğüs sıkışması"",""type"":""Symptom""},{""text"":""nefes darlığı"",""type"":""Symptom""},{""text"":""plevral efüzyon"",""type"":""Disease""}]"
3;1;House;juguler ven dolgunluğu, nefes darlığı;;;iğne dekompresyonu;değerlendirme;test;0;acil;kalp;iskorbüt;;"Juguler ven belirgin; sorun akciğerde değil kalpte olabilir.";"[{""text"":""juguler ven dolgunluğu"",""type"":""Symptom""},{""text"":""nefes darlığı"",""type"":""Symptom""},{""text"":""iğne dekompresyonu"",""type"":""Procedure""},{""text"":""kalp"",""type"":""Anatomy""}]"
3;1;House;perikardiyal kan birikimi;;;perikardiyal drenaj;tedavi;tedavi;0;acil;kalp;iskorbüt;;Göğse iğneyle girip kalbin çevresindeki kanı boşaltmalıyız.;"[{""text"":""perikardiyal kan birikimi"",""type"":""Symptom""},{""text"":""perikardiyal drenaj"",""type"":""Procedure""},{""text"":""kalp"",""type"":""Anatomy""}]"
3;1;Foreman;;eko;;;açıklama;değerlendirme;0;nötr;kalp;iskorbüt;;Ekoda yapısal anormallik görünmedi.;"[{""text"":""eko"",""type"":""Test""},{""text"":""yapısal anormallik"",""type"":""Disease""}]"
3;1;Foreman;;;;;hipotez;hipotez;0;nötr;;iskorbüt;;"Enfeksiyöz bir süreç olabilir; tüberküloz da düşünülmeli.";"[{""text"":""enfeksiyon"",""type"":""Disease""},{""text"":""tüberküloz"",""type"":""Disease""}]"
3;1;Cameron;;;;;hipotez;hipotez;0;nötr;damar;iskorbüt;;Vaskülit, efüzyonu açıklayabilir.;"[{""text"":""vaskülit"",""type"":""Disease""},{""text"":""efüzyon"",""type"":""Symptom""}]"
3;1;House;felç;;;;açıklama;hipotez;0;nötr;sinir sistemi;iskorbüt;;Felç taklit değilse, görünen paralizi gerçek bir nörolojik belirti olabilir.;"[{""text"":""felç"",""type"":""Symptom""},{""text"":""nörolojik belirti"",""type"":""Symptom""}]"
3;1;Foreman;;;;;hipotez;hipotez;0;nötr;omurga;iskorbüt;;Omurgada vasküler bir tümör olabilir.;"[{""text"":""vasküler tümör"",""type"":""Disease""},{""text"":""omurga"",""type"":""Anatomy""}]"
3;1;Cameron;;trombosit testi;;;açıklama;değerlendirme;0;nötr;kan;iskorbüt;;Trombositleri normal.;"[{""text"":""trombosit testi"",""type"":""Test""}]"
3;1;Chase;;tarama;;;açıklama;değerlendirme;0;nötr;;iskorbüt;;Baştan ayağa tarandı ve hiçbir şey bulunmadı.;"[{""text"":""tarama"",""type"":""Test""}]"
3;1;House;;ameliyat;;;karar;test;0;nötr;omurga;iskorbüt;;Omurgayı açıp doğrudan incelemeliyiz.;"[{""text"":""ameliyat"",""type"":""Procedure""},{""text"":""omurga"",""type"":""Anatomy""}]"
3;1;House;kalp hızı artışı;;morfin;;açıklama;değerlendirme;0;nötr;kalp;Addison hastalığı;;"Kalp hızı biraz yüksek; ameliyat sonrası ağrı için morfini artıracağım.";"[{""text"":""kalp hızı artışı"",""type"":""Symptom""},{""text"":""morfin"",""type"":""Drug""},{""text"":""kalp"",""type"":""Anatomy""}]"
3;1;House;;;morfin;;değerlendirme;tedavi;0;nötr;kalp;Addison hastalığı;;"Morfini artırınca kalp hızı düştü; demek ki doğru karar verdim.";"[{""text"":""morfin"",""type"":""Drug""},{""text"":""kalp hızı"",""type"":""Symptom""}]"
3;1;Cuddy;;;morfin;;karar;tedavi;0;nötr;;Addison hastalığı;;Diğer hastandaki morfin dozunu düşür.;"[{""text"":""morfin"",""type"":""Drug""}]"
3;1;Foreman;iskorbüt belirtileri;;C vitamini;;kesin_tanı;kesin_tanı;0;nötr;kas, saç, tırnak;iskorbüt;;"Kollarındaki ve bacaklarındaki dokular kanla dolmuş; bu durum saçlarını ve tırnaklarını da bozmuş. Bu iskorbüt.";"[{""text"":""iskorbüt"",""type"":""Disease""},{""text"":""C vitamini"",""type"":""Drug""},{""text"":""saç"",""type"":""Anatomy""},{""text"":""tırnak"",""type"":""Anatomy""}]"
3;1;Foreman;;;C vitamini;;tedavi;tedavi;0;nötr;;iskorbüt;;"C vitamini eksikliği var; portakal suyu içmesi gerekiyor.";"[{""text"":""C vitamini eksikliği"",""type"":""Disease""},{""text"":""C vitamini"",""type"":""Drug""}]"
3;1;House;;;;;değerlendirme;hipotez;0;nötr;beyin;Addison hastalığı;;Sekiz yıllık öykü yeniden incelenirse gözden kaçan nörolojik bir ipucu bulunabilir.;"[{""text"":""nörolojik"",""type"":""Symptom""},{""text"":""beyin"",""type"":""Anatomy""}]"
3;1;Foreman;göz kuruluğu;;;;açıklama;değerlendirme;0;nötr;göz;Addison hastalığı;;2002 yılında hastada göz kuruluğu vardı.;"[{""text"":""göz kuruluğu"",""type"":""Symptom""},{""text"":""göz"",""type"":""Anatomy""}]"
3;1;Foreman;nörolojik sorunlar;;;;açıklama;değerlendirme;0;nötr;sinir sistemi;Addison hastalığı;;Hastanın nörolojik sorunları da olmuştu.;"[{""text"":""nörolojik sorunlar"",""type"":""Symptom""}]"
3;1;Foreman;baş ağrısı;tarama;;;açıklama;değerlendirme;0;nötr;baş;Addison hastalığı;;Baş ağrıları artınca kafa taraması yapıldı ve tümör bulundu.;"[{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""tarama"",""type"":""Test""},{""text"":""tümör"",""type"":""Disease""}]"
3;1;Foreman;ateş, sık idrara çıkma;;;;hipotez;hipotez;0;nötr;üriner sistem;Addison hastalığı;;Ateş ve sık idrara çıkma prostatiti düşündürebilir.;"[{""text"":""ateş"",""type"":""Symptom""},{""text"":""sık idrara çıkma"",""type"":""Symptom""},{""text"":""prostatit"",""type"":""Disease""}]"
3;1;Foreman;ateş, sık idrara çıkma;;;;hipotez;hipotez;0;nötr;üriner sistem;Addison hastalığı;;Bu tablo idrar yolu enfeksiyonu da olabilir.;"[{""text"":""ateş"",""type"":""Symptom""},{""text"":""sık idrara çıkma"",""type"":""Symptom""},{""text"":""idrar yolu enfeksiyonu"",""type"":""Disease""}]"
3;1;Chase;;lökosit sayımı;;;açıklama;değerlendirme;0;nötr;kan;Addison hastalığı;;Lökosit sayısı normal, enfeksiyon lehine değil.;"[{""text"":""lökosit sayımı"",""type"":""Test""},{""text"":""enfeksiyon"",""type"":""Disease""}]"
3;1;House;ağrı, ateş, sık idrara çıkma;;;;hipotez;hipotez;0;nötr;pankreas;Addison hastalığı;;Ağrı, ateş ve sık idrara çıkma birlikte pankreatik kisti düşündürebilir.;"[{""text"":""ağrı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""sık idrara çıkma"",""type"":""Symptom""},{""text"":""pankreatik kist"",""type"":""Disease""}]"
3;1;House;;üst endoskopik ultrason;;;karar;test;0;nötr;pankreas;Addison hastalığı;;Üst endoskopik ultrason yapın.;"[{""text"":""üst endoskopik ultrason"",""type"":""Test""},{""text"":""pankreas"",""type"":""Anatomy""}]"
3;1;Foreman;;;;trakeotomi;açıklama;risk;0;endişe;boğaz;Addison hastalığı;;"Boyun kaslarındaki dejenerasyon nedeniyle skop boğazı çökertir; otomatik olarak trakeotomi gerekir.";"[{""text"":""dejenerasyon"",""type"":""Disease""},{""text"":""trakeotomi"",""type"":""Procedure""},{""text"":""boğaz"",""type"":""Anatomy""}]"
3;1;House;salya akması, boğulma;;;;açıklama;değerlendirme;0;nötr;boğaz;Addison hastalığı;;"Salya akıtmıyor, başını dik tutabiliyor ve yemek yerken boğulmuyor; boğazı sandığınız kadar kötü değil.";"[{""text"":""salya akması"",""type"":""Symptom""},{""text"":""boğulma"",""type"":""Symptom""},{""text"":""boğaz"",""type"":""Anatomy""}]"
3;1;Chase;;üst endoskopik ultrason;sedatif;;açıklama;test;0;nötr;mide;Addison hastalığı;;Endoskopiyle midenin girişinden geçip pankreasın kuyruğunu görüntülüyorum.;"[{""text"":""üst endoskopik ultrason"",""type"":""Test""},{""text"":""sedatif"",""type"":""Drug""},{""text"":""mide"",""type"":""Anatomy""},{""text"":""pankreas"",""type"":""Anatomy""}]"
3;1;Foreman;;ultrason;;;açıklama;değerlendirme;0;nötr;pankreas;Addison hastalığı;;Pankreas temiz görünüyor.;"[{""text"":""ultrason"",""type"":""Test""},{""text"":""pankreas"",""type"":""Anatomy""}]"
3;1;Chase;boğaz çökmesi;;;trakeotomi;değerlendirme;değerlendirme;0;acil;boğaz;Addison hastalığı;;"Boğazı çöktü, prob sıkıştı; trakeotomi açıyoruz.";"[{""text"":""boğaz çökmesi"",""type"":""Symptom""},{""text"":""trakeotomi"",""type"":""Procedure""},{""text"":""boğaz"",""type"":""Anatomy""}]"
3;1;House;;;;;açıklama;hipotez;0;nötr;beyin zarı;Addison hastalığı;;Bu tablo yeni bir vaskülit ya da meninkslerde mikrotümörler yüzünden olabilir.;"[{""text"":""vaskülit"",""type"":""Disease""},{""text"":""mikrotümör"",""type"":""Disease""},{""text"":""meninks"",""type"":""Anatomy""}]"
3;1;House;;kontrastlı MRI;;;karar;test;0;nötr;beyin zarı;Addison hastalığı;;Beyin zarını görmek için kontrastlı görüntüleme yapmalıyız.;"[{""text"":""kontrastlı MRI"",""type"":""Test""},{""text"":""beyin zarı"",""type"":""Anatomy""}]"
3;1;House;;MRI;;;açıklama;hipotez;0;nötr;beyin;Addison hastalığı;;Eğer bu eski öykü değil de aktif bir süreçse, en azından iletişim kurmasını sağlayabiliriz.;"[{""text"":""MRI"",""type"":""Test""},{""text"":""beyin"",""type"":""Anatomy""}]"
3;1;Chase;;spinal kontrast MRI;;;açıklama;test;0;nötr;omurilik, beyin;Addison hastalığı;;Kontrast madde omurilik kanalından verildi, sıradaki durak beyin.;"[{""text"":""kontrast madde"",""type"":""Test""},{""text"":""omurilik"",""type"":""Anatomy""},{""text"":""beyin"",""type"":""Anatomy""}]"
3;1;Foreman;yüksek tansiyon;MRI;;;açıklama;değerlendirme;0;nötr;beyin zarı;Addison hastalığı;;Tansiyonu yüksek ama meninkslerde kanama görünmüyor.;"[{""text"":""yüksek tansiyon"",""type"":""Symptom""},{""text"":""MRI"",""type"":""Test""},{""text"":""meninks"",""type"":""Anatomy""}]"
3;1;Chase;kulaktan kanama, BOS kaçağı;;;cerrahi onarım;değerlendirme;değerlendirme;0;acil;kulak;Addison hastalığı;;"Hastanın kulağından kanama başladı; daha sonra BOS kaçağı cerrahi olarak onarıldı.";"[{""text"":""kulaktan kanama"",""type"":""Symptom""},{""text"":""BOS kaçağı"",""type"":""Disease""},{""text"":""cerrahi onarım"",""type"":""Procedure""},{""text"":""kulak"",""type"":""Anatomy""}]"
3;1;House;;kan tahlili, beyin taraması;;;karar;test;0;nötr;beyin;Addison hastalığı;;Geçmişte yapılmış bütün kan tahlillerini tekrarlayın ve beyni yeniden tarayın.;"[{""text"":""kan tahlili"",""type"":""Test""},{""text"":""beyin taraması"",""type"":""Test""},{""text"":""beyin"",""type"":""Anatomy""}]"
3;1;House;bacak ağrısı;;Vicodin, ibuprofen;;açıklama;değerlendirme;0;nötr;bacak;Addison hastalığı;;"Bacağımda ilk kez yeniden ağrı hissettim; kas krampları olabilir ama bu beni düşündürüyor.";"[{""text"":""bacak ağrısı"",""type"":""Symptom""},{""text"":""Vicodin"",""type"":""Drug""},{""text"":""ibuprofen"",""type"":""Drug""},{""text"":""kas krampı"",""type"":""Symptom""}]"
3;1;House;vücut ısısını ayarlayamama;;;;açıklama;hipotez;0;nötr;hipotalamus;Addison hastalığı;;"Havuz olayı intihar girişimi değil, vücut ısısını düzenleyemediği için olmuş olabilir; hipotalamik disregülasyon düşünüyorum.";"[{""text"":""vücut ısısını ayarlayamama"",""type"":""Symptom""},{""text"":""hipotalamik disregülasyon"",""type"":""Disease""},{""text"":""hipotalamus"",""type"":""Anatomy""}]"
3;1;House;;MRI, BT;kortizol;enjeksiyon;hipotez;tedavi;0;nötr;hipotalamus, hipofiz, adrenal bez;Addison hastalığı;;"Hipotalamustaki skar dokusu hipofize baskı yapıyorsa adrenal bezler kapanır; bu Addison hastalığıdır ve kortizol enjeksiyonu ile düzelebilir.";"[{""text"":""skar dokusu"",""type"":""Disease""},{""text"":""Addison hastalığı"",""type"":""Disease""},{""text"":""kortizol"",""type"":""Drug""},{""text"":""enjeksiyon"",""type"":""Procedure""},{""text"":""MRI"",""type"":""Test""},{""text"":""BT"",""type"":""Test""},{""text"":""hipotalamus"",""type"":""Anatomy""},{""text"":""hipofiz"",""type"":""Anatomy""},{""text"":""adrenal bez"",""type"":""Anatomy""}]"
3;1;Cuddy;;;kortizol;enjeksiyon;tedavi;tedavi;0;nötr;;Addison hastalığı;;Hastaya kortizol enjekte etti.;"[{""text"":""kortizol"",""type"":""Drug""},{""text"":""enjeksiyon"",""type"":""Procedure""}]"
3;1;Richard;hareket geri dönüşü;;;;değerlendirme;kesin_tanı;0;umutlu;;Addison hastalığı;;Kortizolden sonra kolunu oynattı, ayağa kalktı ve denge kurmaya başladı.;"[{""text"":""hareket geri dönüşü"",""type"":""Symptom""},{""text"":""kortizol"",""type"":""Drug""}]"
3;2;Cameron;rektal kanama;;;;hipotez;hipotez;0;nötr;rektum;kimerizm;;Rektal kanama ve uzaylı kaçırılma fantezisi en olası olarak cinsel istismarı düşündürüyor.;"[{""text"":""rektal kanama"",""type"":""Symptom""},{""text"":""cinsel istismar"",""type"":""Disease""}]"
3;2;Foreman;;cinsel saldırı kiti;;;açıklama;değerlendirme;0;nötr;;kimerizm;;Acilde cinsel saldırı kiti yapıldı, yırtık, semen ya da pubik kıl bulunmadı.;"[{""text"":""cinsel saldırı kiti"",""type"":""Test""}]"
3;2;Foreman;nörolojik sorunlar, kanama;;;;açıklama;hipotez;0;nötr;sinir sistemi;kimerizm;;Yeni araştırmalar nörolojik sorunlarla kanama bozuklukları arasında bağlantı olabileceğini gösteriyor.;"[{""text"":""nörolojik sorunlar"",""type"":""Symptom""},{""text"":""kanama bozukluğu"",""type"":""Disease""}]"
3;2;House;rektal kanama;PT, PTT, kanama zamanı;;üst ve alt endoskopi;karar;test;0;nötr;gastrointestinal sistem;kimerizm;;"Geriye tek belirti olarak rektal kanama kalıyor; pıhtılaşma testlerini yapın ve üst-alt endoskopi hazırlayın.";"[{""text"":""rektal kanama"",""type"":""Symptom""},{""text"":""PT"",""type"":""Test""},{""text"":""PTT"",""type"":""Test""},{""text"":""kanama zamanı"",""type"":""Test""},{""text"":""üst endoskopi"",""type"":""Test""},{""text"":""alt endoskopi"",""type"":""Test""}]"
3;2;Chase;;kanama zamanı testi;;küçük insizyon;açıklama;test;0;nötr;önkol;kimerizm;;Önkoluna küçük bir kesi yapıp kanamanın ne kadar sürede durduğunu ölçeceğiz.;"[{""text"":""kanama zamanı testi"",""type"":""Test""},{""text"":""küçük insizyon"",""type"":""Procedure""},{""text"":""önkol"",""type"":""Anatomy""}]"
3;2;Clancy;boyunda yabancı cisim hissi;;;;açıklama;hipotez;0;korkulu;boyun;kimerizm;;Boynumda beni takip etmelerini sağlayan bir çip olduğunu hissediyorum.;"[{""text"":""yabancı cisim hissi"",""type"":""Symptom""},{""text"":""boyun"",""type"":""Anatomy""}]"
3;2;Clancy;göğüs ağrısı;;;;açıklama;hipotez;0;korkulu;göğüs;kimerizm;;İki kaburgamın arasına bir şey koyuyorlar ve içimde dolaştırıyorlar, canım yanıyor.;"[{""text"":""göğüs ağrısı"",""type"":""Symptom""},{""text"":""kaburga"",""type"":""Anatomy""}]"
